Points,Longitude,Latitude,COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1,Sum,Genes
71,532.06228,26.9802,0,1,0,0,0,0,1,S100A4
72,538.99486,26.9802,0,1,0,0,0,0,1,S100A4
73,545.92743,26.9802,0,1,0,0,0,0,1,S100A4
74,552.86,26.9802,0,0,0,0,0,0,0,None
75,559.79258,26.9802,0,0,0,0,0,0,0,None
76,566.72515,26.9802,0,0,0,0,0,0,0,None
77,573.65772,26.9802,0,0,0,0,0,0,0,None
78,580.59029,26.9802,0,0,0,0,0,0,0,None
79,587.52287,26.9802,0,0,0,0,0,0,0,None
80,594.45544,26.9802,0,0,0,0,0,0,0,None
81,46.78218,33.59788,0,0,0,0,0,0,0,None
82,53.71475,33.59788,0,0,0,0,0,0,0,None
83,60.64733,33.59788,0,0,0,0,0,0,0,None
84,67.5799,33.59788,0,0,0,0,0,0,0,None
85,74.51247,33.59788,0,0,0,0,0,0,0,None
86,81.44504,33.59788,0,0,0,0,0,0,0,None
87,88.37762,33.59788,0,0,0,0,0,0,0,None
88,95.31019,33.59788,0,0,0,0,0,0,0,None
89,102.24276,33.59788,0,0,0,0,0,0,0,None
90,109.17534,33.59788,0,0,0,0,0,0,0,None
91,116.10791,33.59788,0,0,0,0,0,0,0,None
92,123.04048,33.59788,0,0,0,0,0,0,0,None
93,129.97305,33.59788,0,0,0,0,0,0,0,None
94,136.90563,33.59788,0,0,0,0,0,0,0,None
95,143.8382,33.59788,0,0,0,0,0,0,0,None
96,150.77077,33.59788,0,0,0,0,0,0,0,None
97,157.70335,33.59788,0,0,0,0,0,0,0,None
98,164.63592,33.59788,0,0,0,0,0,0,0,None
99,171.56849,33.59788,0,0,0,0,0,0,0,None
100,178.50107,33.59788,0,0,0,0,0,0,0,None
101,185.43364,33.59788,0,0,0,0,0,0,0,None
102,192.36621,33.59788,0,0,0,0,0,0,0,None
103,199.29878,33.59788,0,0,0,0,0,1,1,FBLN1
104,206.23136,33.59788,0,0,0,0,1,1,2,"C3,FBLN1"
105,213.16393,33.59788,0,0,0,0,1,1,2,"C3,FBLN1"
106,220.0965,33.59788,0,0,0,0,1,1,2,"C3,FBLN1"
107,227.02908,33.59788,0,0,0,0,1,1,2,"C3,FBLN1"
108,233.96165,33.59788,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
109,240.89422,33.59788,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
110,247.82679,33.59788,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
111,254.75937,33.59788,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
112,261.69194,33.59788,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
113,268.62451,33.59788,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
114,275.55709,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
115,282.48966,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
116,289.42223,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
117,296.3548,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
118,303.28738,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
119,310.21995,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
120,317.15252,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
121,324.0851,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
122,331.01767,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
123,337.95024,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
124,344.88282,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
125,351.81539,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
126,358.74796,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
127,365.68053,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
128,372.61311,33.59788,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
129,379.54568,33.59788,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
130,386.47825,33.59788,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
131,393.41083,33.59788,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
132,400.3434,33.59788,0,0,0,1,1,0,2,"COL1A1,C3"
133,407.27597,33.59788,0,0,0,1,1,0,2,"COL1A1,C3"
134,414.20854,33.59788,0,0,0,1,1,0,2,"COL1A1,C3"
135,421.14112,33.59788,0,0,0,1,1,0,2,"COL1A1,C3"
136,428.07369,33.59788,0,0,0,1,1,0,2,"COL1A1,C3"
137,435.00626,33.59788,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
138,441.93884,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
139,448.87141,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
140,455.80398,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
141,462.73655,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
142,469.66913,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
143,476.6017,33.59788,0,1,0,0,1,0,2,"S100A4,C3"
144,483.53427,33.59788,0,1,0,0,0,0,1,S100A4
145,490.46685,33.59788,0,1,0,0,0,0,1,S100A4
146,497.39942,33.59788,0,1,0,0,0,0,1,S100A4
147,504.33199,33.59788,0,1,0,0,0,0,1,S100A4
148,511.26457,33.59788,0,1,0,0,0,0,1,S100A4
149,518.19714,33.59788,0,1,0,0,0,0,1,S100A4
150,525.12971,33.59788,0,1,0,0,0,0,1,S100A4
151,532.06228,33.59788,0,1,0,0,0,0,1,S100A4
152,538.99486,33.59788,0,1,0,0,0,0,1,S100A4
153,545.92743,33.59788,0,1,0,0,0,0,1,S100A4
154,552.86,33.59788,0,1,0,0,0,0,1,S100A4
155,559.79258,33.59788,0,0,0,0,0,0,0,None
156,566.72515,33.59788,0,0,0,0,0,0,0,None
157,573.65772,33.59788,0,0,0,0,0,0,0,None
158,580.59029,33.59788,0,0,0,0,0,0,0,None
159,587.52287,33.59788,0,0,0,0,0,0,0,None
160,594.45544,33.59788,0,0,0,0,0,0,0,None
161,46.78218,40.21557,0,0,0,0,0,0,0,None
162,53.71475,40.21557,0,0,0,0,0,0,0,None
163,60.64733,40.21557,0,0,0,0,0,0,0,None
164,67.5799,40.21557,0,0,0,0,0,0,0,None
165,74.51247,40.21557,0,0,0,0,0,0,0,None
166,81.44504,40.21557,0,0,0,0,0,0,0,None
167,88.37762,40.21557,0,0,0,0,0,0,0,None
168,95.31019,40.21557,0,0,0,0,0,0,0,None
169,102.24276,40.21557,0,0,0,0,0,0,0,None
170,109.17534,40.21557,0,0,0,0,0,0,0,None
171,116.10791,40.21557,0,0,0,0,0,0,0,None
172,123.04048,40.21557,0,0,0,0,0,0,0,None
173,129.97305,40.21557,0,0,0,0,0,0,0,None
174,136.90563,40.21557,0,0,0,0,0,0,0,None
175,143.8382,40.21557,0,0,0,0,0,0,0,None
176,150.77077,40.21557,0,0,0,0,0,0,0,None
177,157.70335,40.21557,0,0,0,0,0,0,0,None
178,164.63592,40.21557,0,0,0,0,0,0,0,None
179,171.56849,40.21557,0,0,0,0,0,0,0,None
180,178.50107,40.21557,0,0,0,0,0,0,0,None
181,185.43364,40.21557,0,0,0,0,0,0,0,None
182,192.36621,40.21557,0,0,0,0,0,1,1,FBLN1
183,199.29878,40.21557,0,0,0,0,1,1,2,"C3,FBLN1"
184,206.23136,40.21557,0,0,0,0,1,1,2,"C3,FBLN1"
185,213.16393,40.21557,0,0,0,0,1,1,2,"C3,FBLN1"
186,220.0965,40.21557,0,0,0,0,1,1,2,"C3,FBLN1"
187,227.02908,40.21557,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
188,233.96165,40.21557,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
189,240.89422,40.21557,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
190,247.82679,40.21557,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
191,254.75937,40.21557,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
192,261.69194,40.21557,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
193,268.62451,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
194,275.55709,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
195,282.48966,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
196,289.42223,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
197,296.3548,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
198,303.28738,40.21557,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
199,310.21995,40.21557,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
200,317.15252,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
201,324.0851,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
202,331.01767,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
203,337.95024,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
204,344.88282,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
205,351.81539,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
206,358.74796,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
207,365.68053,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
208,372.61311,40.21557,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
209,379.54568,40.21557,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
210,386.47825,40.21557,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
211,393.41083,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
212,400.3434,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
213,407.27597,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
214,414.20854,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
215,421.14112,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
216,428.07369,40.21557,0,0,0,1,1,0,2,"COL1A1,C3"
217,435.00626,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
218,441.93884,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
219,448.87141,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
220,455.80398,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
221,462.73655,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
222,469.66913,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
223,476.6017,40.21557,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
224,483.53427,40.21557,0,1,0,0,0,0,1,S100A4
225,490.46685,40.21557,0,1,0,0,0,0,1,S100A4
226,497.39942,40.21557,0,1,0,0,0,0,1,S100A4
227,504.33199,40.21557,0,1,0,0,0,0,1,S100A4
228,511.26457,40.21557,0,1,0,0,0,0,1,S100A4
229,518.19714,40.21557,0,1,0,0,0,0,1,S100A4
230,525.12971,40.21557,0,1,0,0,0,0,1,S100A4
231,532.06228,40.21557,0,1,0,0,0,0,1,S100A4
232,538.99486,40.21557,0,1,0,0,0,0,1,S100A4
233,545.92743,40.21557,0,1,0,0,0,0,1,S100A4
234,552.86,40.21557,0,1,0,0,0,0,1,S100A4
235,559.79258,40.21557,0,1,0,0,0,0,1,S100A4
236,566.72515,40.21557,0,0,0,0,0,0,0,None
237,573.65772,40.21557,0,0,0,0,0,0,0,None
238,580.59029,40.21557,0,0,0,0,0,0,0,None
239,587.52287,40.21557,0,0,0,0,0,0,0,None
240,594.45544,40.21557,0,0,0,0,0,0,0,None
241,46.78218,46.83325,0,0,0,0,0,0,0,None
242,53.71475,46.83325,0,0,0,0,0,0,0,None
243,60.64733,46.83325,0,0,0,0,0,0,0,None
244,67.5799,46.83325,0,0,0,0,0,0,0,None
245,74.51247,46.83325,0,0,0,0,0,0,0,None
246,81.44504,46.83325,0,0,0,0,0,0,0,None
247,88.37762,46.83325,0,0,0,0,0,0,0,None
248,95.31019,46.83325,0,0,0,0,0,0,0,None
249,102.24276,46.83325,0,0,0,0,0,0,0,None
250,109.17534,46.83325,0,0,0,0,0,0,0,None
251,116.10791,46.83325,0,0,0,0,0,0,0,None
252,123.04048,46.83325,0,0,0,0,0,0,0,None
253,129.97305,46.83325,0,0,0,0,0,0,0,None
254,136.90563,46.83325,0,0,0,0,0,0,0,None
255,143.8382,46.83325,0,0,0,0,0,0,0,None
256,150.77077,46.83325,0,0,0,0,0,0,0,None
257,157.70335,46.83325,0,0,0,0,0,0,0,None
258,164.63592,46.83325,0,0,0,0,0,0,0,None
259,171.56849,46.83325,0,0,0,0,0,0,0,None
260,178.50107,46.83325,0,0,0,0,0,1,1,FBLN1
261,185.43364,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
262,192.36621,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
263,199.29878,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
264,206.23136,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
265,213.16393,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
266,220.0965,46.83325,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
267,227.02908,46.83325,0,0,0,0,1,1,2,"C3,FBLN1"
268,233.96165,46.83325,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
269,240.89422,46.83325,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
270,247.82679,46.83325,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
271,254.75937,46.83325,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
272,261.69194,46.83325,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
273,268.62451,46.83325,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
274,275.55709,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
275,282.48966,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
276,289.42223,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
277,296.3548,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
278,303.28738,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
279,310.21995,46.83325,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
280,317.15252,46.83325,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
281,324.0851,46.83325,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
282,331.01767,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
283,337.95024,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
284,344.88282,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
285,351.81539,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
286,358.74796,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
287,365.68053,46.83325,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
288,372.61311,46.83325,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
289,379.54568,46.83325,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
290,386.47825,46.83325,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
291,393.41083,46.83325,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
292,400.3434,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
293,407.27597,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
294,414.20854,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
295,421.14112,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
296,428.07369,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
297,435.00626,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
298,441.93884,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
299,448.87141,46.83325,0,0,0,1,1,0,2,"COL1A1,C3"
300,455.80398,46.83325,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
301,462.73655,46.83325,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
302,469.66913,46.83325,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
303,476.6017,46.83325,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
304,483.53427,46.83325,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
305,490.46685,46.83325,0,1,0,1,0,0,2,"S100A4,COL1A1"
306,497.39942,46.83325,0,1,0,1,0,0,2,"S100A4,COL1A1"
307,504.33199,46.83325,0,1,0,0,0,0,1,S100A4
308,511.26457,46.83325,0,1,0,0,0,0,1,S100A4
309,518.19714,46.83325,0,1,0,0,0,0,1,S100A4
310,525.12971,46.83325,0,1,0,0,0,0,1,S100A4
311,532.06228,46.83325,0,1,0,0,0,0,1,S100A4
312,538.99486,46.83325,0,1,0,0,0,0,1,S100A4
313,545.92743,46.83325,0,1,0,0,0,0,1,S100A4
314,552.86,46.83325,0,1,0,0,0,0,1,S100A4
315,559.79258,46.83325,0,1,0,0,0,0,1,S100A4
316,566.72515,46.83325,0,1,0,0,0,0,1,S100A4
317,573.65772,46.83325,0,0,0,0,0,0,0,None
318,580.59029,46.83325,0,0,0,0,0,0,0,None
319,587.52287,46.83325,0,0,0,0,0,0,0,None
320,594.45544,46.83325,0,0,0,0,0,0,0,None
321,46.78218,53.45094,0,0,0,0,0,0,0,None
322,53.71475,53.45094,0,0,0,0,0,0,0,None
323,60.64733,53.45094,0,0,0,0,0,0,0,None
324,67.5799,53.45094,0,0,0,0,0,0,0,None
325,74.51247,53.45094,0,0,0,0,0,0,0,None
326,81.44504,53.45094,0,0,0,0,0,0,0,None
327,88.37762,53.45094,0,0,0,0,0,0,0,None
328,95.31019,53.45094,0,0,0,0,0,0,0,None
329,102.24276,53.45094,0,0,0,0,0,0,0,None
330,109.17534,53.45094,0,0,0,0,0,0,0,None
331,116.10791,53.45094,0,0,0,0,0,0,0,None
332,123.04048,53.45094,0,0,0,0,0,0,0,None
333,129.97305,53.45094,0,0,0,0,0,0,0,None
334,136.90563,53.45094,0,0,0,0,0,0,0,None
335,143.8382,53.45094,0,0,0,0,0,0,0,None
336,150.77077,53.45094,0,0,0,0,0,0,0,None
337,157.70335,53.45094,0,0,0,0,0,0,0,None
338,164.63592,53.45094,0,0,0,0,0,0,0,None
339,171.56849,53.45094,0,0,0,0,0,0,0,None
340,178.50107,53.45094,0,0,0,0,1,1,2,"C3,FBLN1"
341,185.43364,53.45094,0,0,0,0,1,1,2,"C3,FBLN1"
342,192.36621,53.45094,0,0,0,0,1,1,2,"C3,FBLN1"
343,199.29878,53.45094,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
344,206.23136,53.45094,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
345,213.16393,53.45094,0,0,0,0,1,1,2,"C3,FBLN1"
346,220.0965,53.45094,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
347,227.02908,53.45094,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
348,233.96165,53.45094,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
349,240.89422,53.45094,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
350,247.82679,53.45094,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
351,254.75937,53.45094,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
352,261.69194,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
353,268.62451,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
354,275.55709,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
355,282.48966,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
356,289.42223,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
357,296.3548,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
358,303.28738,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
359,310.21995,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
360,317.15252,53.45094,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
361,324.0851,53.45094,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
362,331.01767,53.45094,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
363,337.95024,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
364,344.88282,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
365,351.81539,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
366,358.74796,53.45094,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
367,365.68053,53.45094,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
368,372.61311,53.45094,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
369,379.54568,53.45094,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
370,386.47825,53.45094,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
371,393.41083,53.45094,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
372,400.3434,53.45094,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
373,407.27597,53.45094,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
374,414.20854,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
375,421.14112,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
376,428.07369,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
377,435.00626,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
378,441.93884,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
379,448.87141,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
380,455.80398,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
381,462.73655,53.45094,0,0,0,1,1,0,2,"COL1A1,C3"
382,469.66913,53.45094,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
383,476.6017,53.45094,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
384,483.53427,53.45094,0,1,0,1,1,0,3,"S100A4,COL1A1,C3"
385,490.46685,53.45094,0,1,0,1,0,0,2,"S100A4,COL1A1"
386,497.39942,53.45094,0,1,0,1,0,0,2,"S100A4,COL1A1"
387,504.33199,53.45094,0,1,0,1,0,0,2,"S100A4,COL1A1"
388,511.26457,53.45094,0,1,0,1,0,0,2,"S100A4,COL1A1"
389,518.19714,53.45094,0,1,0,0,0,0,1,S100A4
390,525.12971,53.45094,0,1,0,0,0,0,1,S100A4
391,532.06228,53.45094,0,1,0,0,0,0,1,S100A4
392,538.99486,53.45094,0,1,0,0,0,0,1,S100A4
393,545.92743,53.45094,0,1,0,0,0,0,1,S100A4
394,552.86,53.45094,0,1,0,0,0,0,1,S100A4
395,559.79258,53.45094,0,1,0,0,0,0,1,S100A4
396,566.72515,53.45094,0,1,0,0,0,0,1,S100A4
397,573.65772,53.45094,0,1,0,0,0,0,1,S100A4
398,580.59029,53.45094,0,0,0,0,0,0,0,None
399,587.52287,53.45094,0,0,0,0,0,0,0,None
400,594.45544,53.45094,0,0,0,0,0,0,0,None
401,46.78218,60.06862,0,0,0,0,0,0,0,None
402,53.71475,60.06862,0,0,0,0,0,0,0,None
403,60.64733,60.06862,0,0,0,0,0,0,0,None
404,67.5799,60.06862,0,0,0,0,0,0,0,None
405,74.51247,60.06862,0,0,0,0,0,0,0,None
406,81.44504,60.06862,0,0,0,0,0,0,0,None
407,88.37762,60.06862,0,0,0,0,0,0,0,None
408,95.31019,60.06862,0,0,0,0,0,0,0,None
409,102.24276,60.06862,0,0,0,0,0,0,0,None
410,109.17534,60.06862,0,0,0,0,0,0,0,None
411,116.10791,60.06862,0,0,0,0,0,0,0,None
412,123.04048,60.06862,0,0,0,0,0,0,0,None
413,129.97305,60.06862,0,0,0,0,0,0,0,None
414,136.90563,60.06862,0,0,0,0,0,0,0,None
415,143.8382,60.06862,0,0,0,0,0,0,0,None
416,150.77077,60.06862,0,0,0,0,0,0,0,None
417,157.70335,60.06862,0,0,0,0,0,0,0,None
418,164.63592,60.06862,0,0,0,0,0,0,0,None
419,171.56849,60.06862,0,0,0,0,0,1,1,FBLN1
420,178.50107,60.06862,0,0,0,0,1,1,2,"C3,FBLN1"
421,185.43364,60.06862,0,0,0,0,1,1,2,"C3,FBLN1"
422,192.36621,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
423,199.29878,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
424,206.23136,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
425,213.16393,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
426,220.0965,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
427,227.02908,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
428,233.96165,60.06862,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
429,240.89422,60.06862,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
430,247.82679,60.06862,0,0,0,0,1,1,2,"C3,FBLN1"
431,254.75937,60.06862,1,0,0,0,1,1,3,"COL11A1,C3,FBLN1"
432,261.69194,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
433,268.62451,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
434,275.55709,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
435,282.48966,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
436,289.42223,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
437,296.3548,60.06862,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
